id,univ_rank,univ_factor,major_rank,major_factor,know_reason,prof_exp,study_hard,time_eff,edu_doubt,learn_fun,study_mate,try_hard,write_vol,find_data,self_study,try_fail,get_fdbk,real_appl,ask_q,fit_major,enjoy_major,cont_major,int_major,rechoice_major,why_not_rechoice,move_univ,change_major,change_career,take_leave,drop_out,go_abroad,go_grad,work_fee,has_future_job,future_job_desc,job_region,has_income,has_major_income,income_class,income_contest,income_perf,income_broadcast,income_studio,income_creator,income_choreo,info_dept,info_career_center,info_online,info_family,info_friends,info_academy,info_self,help_financial,help_resume,help_career,help_social,help_no,smoke_exp,drink_freq,exercise_reg,weight_control,burnout,mental_health,physical_health,birth_area,current_area,housing_type,housing_infra,housing_transit,housing_safety,housing_hygiene,housing_green,housing_culture,housing_edu,housing_neighbor,move_for_univ,stay_after,non_stay_reason,lecture_fac,support_fac,scholarship,tuition,transport,prac_cls,theory_cls,prof_effort,lecture_qual,admin_serv,car_spt,intern_abroad,total_univ,career_course,career_mentoring,job_test,job_prep,field_practice,abroad_practice,job_info,job_fair,prof_hi,prof_chat,prof_class_talk,prof_other_talk,prof_career,prof_personal,prof_grade,prof_event,peer_personal,peer_class,peer_study,peer_career,peer_advice,peer_event,peer_external,students_diligent,course_variety,student_interact,prof_passion,prof_access,major_belong,major_proud,univ_belong,univ_proud,gender,grade,enter_type,enter_year,major_detail,dance_years,exp_solo_comp,exp_group_comp,exp_concours,exp_perf,exp_video,exp_broadcast,univ_name,univ_area,univ_course_year
31,2,peer_advice,1,on_interest,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,4,4,4,4,0,,1,1,1,1,1,1,2,5,0,,yeongnam,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,5,5,5,5,5,1,3,3,lose_weight,1,4,4,yeongnam,honam,independent,3,3,3,4,4,2,4,3,1,0,family_location,4,2,4,4,4,3,3,3,3,3,3,4,,1,1,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,0,4,early,2022,choreo,7to10,1,1,1,1,1,0,dsu,honam,4
32,3,parent_teacher,1,career_goals,4,4,3,3,4,4,3,4,2,3,3,3,3,4,3,4,5,5,4,1,,1,2,3,1,1,2,3,5,1,backup_dancer,seoul,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,5,5,5,5,5,1,4,2,lose_weight,1,3,2,yeongnam,honam,parents,4,4,4,3,4,3,3,3,0,0,better_job,4,4,5,4,3,4,4,5,4,4,4,5,,1,1,0,1,1,1,1,0,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,0,4,transfer,2024,choreo,4to7,0,1,1,1,1,1,dsu,honam,4
33,1,major_apportunity,1,on_interest,5,5,5,5,1,5,5,4,3,3,5,4,5,5,4,5,5,5,5,1,,1,1,1,1,1,1,1,1,0,,honam,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,5,5,5,5,5,1,3,3,lose_weight,1,3,1,honam,honam,parents,3,3,3,3,3,3,3,3,0,1,,5,5,5,5,3,5,5,5,5,5,5,5,,1,0,0,0,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,transfer,2024,choreo,over10,1,1,0,1,1,0,dsu,honam,4
34,1,low_tuition,1,job_prospects,5,5,5,5,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,1,,1,3,3,1,1,4,3,3,1,educator,wherever,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,5,5,5,5,5,1,4,3,keep_weight,1,3,3,honam,honam,parents,3,3,3,3,3,3,3,3,0,0,better_culture,4,1,5,4,5,5,5,5,5,5,5,4,,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,5,5,5,3,4,4,4,4,0,4,early,2022,streetdance,7to10,1,1,1,1,1,1,dsu,honam,4
35,1,job_prospects,1,on_interest,5,4,4,3,4,4,5,4,2,2,4,4,4,3,5,3,4,4,4,1,,1,1,1,1,1,1,3,4,1,instructor,jeju,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,5,5,5,5,5,1,4,3,lose_weight,1,3,3,yeongnam,yeongnam,parents,3,3,3,3,3,3,3,3,0,0,better_job,5,5,3,2,5,5,5,5,5,5,5,5,,0,1,0,0,1,0,1,0,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,0,3,transfer,2025,streetdance,4to7,1,1,1,1,1,0,yu,yeongnam,4
36,2,major_apportunity,1,on_interest,4,4,4,4,2,4,4,2,2,2,2,2,3,3,2,5,4,4,5,1,,1,1,1,1,1,3,3,3,0,,wherever,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,3,4,4,4,2,3,3,2,lose_weight,1,3,3,honam,honam,parents,4,4,4,4,4,4,4,4,1,1,better_social,3,3,3,3,3,3,3,3,3,3,3,5,,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,0,4,early,2022,streetdance,4to7,1,1,1,1,1,0,dsu,honam,4
37,1,major_apportunity,1,on_interest,4,4,4,3,3,5,5,4,4,1,4,4,5,5,3,3,3,4,4,1,,1,2,2,1,1,1,1,3,0,,wherever,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,3,4,4,5,3,4,4,no_weight,1,5,5,yeongnam,yeongnam,independent,3,3,3,3,3,3,3,3,1,1,,3,5,5,5,5,5,5,5,5,5,5,5,,1,1,1,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,0,1,early,2025,bellydance,7to10,1,1,1,1,1,1,yu,yeongnam,4
38,1,major_apportunity,1,career_goals,3,4,4,3,4,4,5,4,2,2,5,5,4,5,3,5,5,5,5,1,,4,1,1,1,1,1,1,4,1,choreographer,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,2,3,lose_weight,0,3,4,yeongnam,yeongnam,parents,3,2,3,3,3,4,3,3,0,0,better_job,2,4,4,2,3,2,2,4,3,4,4,4,,1,0,1,0,0,0,0,0,5,5,5,3,2,2,3,5,4,4,3,3,4,4,3,3,2,5,5,5,4,4,3,3,0,1,early,2025,streetdance,2to4,1,1,1,1,1,0,yu,yeongnam,4
39,3,major_apportunity,1,career_goals,3,4,4,3,3,3,4,3,2,2,4,3,3,3,2,4,4,4,4,1,,3,2,2,3,2,1,3,4,1,"teacher, instructor",wherever,1,1,0,1,1,0,0,0,0,,,,,,1,,1,4,5,3,2,3,5,1,keep_weight,1,4,4,seoul,seoul,parents,4,3,3,3,4,2,2,2,1,1,,2,3,2,1,5,4,4,3,3,3,2,2,,0,0,1,0,0,0,0,0,4,2,1,3,2,2,2,2,3,3,3,3,3,3,3,3,3,4,3,2,4,4,4,4,0,1,early,2025,streetdance,4to7,0,1,0,1,1,0,bau,seoul,2
40,1,major_apportunity,1,on_interest,5,5,5,4,5,5,2,3,4,3,5,3,4,5,5,5,5,5,5,1,,1,2,2,1,1,1,3,5,1,"teacher, professor, academy_head ",seoul,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,5,5,5,5,5,4,4,2,lose_weight,1,4,3,yeongnam,seoul,independent,4,3,3,3,3,3,3,3,0,1,,4,5,5,3,4,5,5,5,5,5,5,5,,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,4,3,5,5,3,3,3,4,0,1,early,2025,streetdance,2to4,0,0,1,1,1,0,bau,seoul,2
41,3,prefer_prof,1,career_goals,2,3,3,4,2,2,4,4,3,3,4,4,4,4,4,3,4,4,4,0,,4,4,4,2,2,2,4,5,1,"performance_director, arts_manger",seoul,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,4,4,4,5,3,4,2,4,lose_weight,1,2,2,chungcheong,seoul,independent,4,4,2,2,2,2,2,3,1,0,reduce_housing_cost,1,1,2,1,5,3,3,2,2,1,1,1,,0,0,0,1,1,0,0,0,4,4,4,4,1,1,5,1,4,4,4,4,4,3,5,3,1,4,3,3,4,1,2,1,1,2,early,2023,choreo,2to4,1,1,1,1,1,1,bau,seoul,2
42,1,social_reputation,1,on_interest,4,4,4,3,4,4,5,3,2,1,4,4,4,4,3,4,5,5,5,1,,1,1,1,1,1,1,4,5,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,3,4,3,lose_weight,0,2,4,abroad,seoul,parents,4,2,3,4,3,3,3,3,0,0,better_culture,3,2,4,2,5,4,4,5,4,4,3,3,,0,0,1,0,0,0,0,0,5,5,5,4,3,2,5,4,4,5,3,3,4,4,4,4,4,5,4,4,5,5,5,5,0,1,early,2025,streetdance,less2,1,0,0,0,1,0,bau,seoul,2
43,3,commute_near,1,on_interest,3,3,3,4,1,2,5,3,1,1,4,2,4,4,2,5,4,4,5,1,,5,3,2,2,5,3,5,5,0,,yeongnam,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,4,3,4,4,4,2,4,lose_weight,1,3,3,yeongnam,yeongnam,parents,3,3,3,3,3,3,3,3,0,1,,2,1,3,4,1,2,2,2,2,3,1,1,,0,0,0,0,1,0,0,0,5,4,4,4,4,1,3,4,1,2,1,1,2,1,1,3,3,4,3,1,3,1,2,1,0,2,early,2024,bellydance,7to10,1,1,1,1,1,0,dau,yeongnam,4
44,3,social_reputation,1,on_interest,3,4,4,4,2,4,4,3,2,1,3,3,4,4,4,4,4,4,4,1,,1,1,1,1,1,1,1,4,1,"dancer, instructor",seoul,1,0,,,,,,,,,,,,,,,,,,,,1,3,3,lose_weight,0,4,4,yeongnam,seoul,independent,3,3,3,3,2,4,4,4,1,1,,3,3,4,1,5,2,2,3,3,4,4,3,,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,2,3,2,2,2,2,2,3,1,5,3,4,2,2,2,2,0,1,early,2025,choreo,4to7,1,1,1,1,1,0,bau,seoul,2
45,2,major_apportunity,1,on_interest,5,5,5,5,4,5,5,5,2,4,5,5,5,3,2,5,5,5,5,1,,1,1,1,1,1,3,3,4,1,"dancer, instructor",seoul,0,0,,,,,,,,,,,,,,,,,,,,1,2,5,keep_weight,1,5,5,seoul,seoul,parents,3,4,3,3,3,3,4,3,0,1,,5,3,3,3,4,5,5,5,5,5,3,5,,0,1,0,0,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,1,early,2025,streetdance,2to4,1,1,1,1,1,0,bau,seoul,2
46,1,edu_structure,1,on_interest,5,5,5,3,5,5,5,5,5,2,4,5,5,5,4,5,5,5,5,1,,4,4,4,1,1,4,3,4,0,,wherever,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,4,3,3,5,5,2,4,4,lose_weight,1,5,4,yeongnam,yeongnam,parents,3,3,3,3,3,3,3,3,0,1,,5,2,5,2,1,5,5,5,5,1,4,2,,1,1,0,1,1,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,early,2021,streetdance,4to7,1,1,0,1,1,0,pku,honam,2
47,1,low_tuition,1,on_interest,3,4,4,4,2,4,2,4,2,3,4,3,3,2,4,4,5,4,5,1,,2,2,2,2,2,5,5,4,1,teacher,seoul,1,1,1,,1,,,,,,,,,1,1,,2,4,3,3,4,1,4,3,lose_weight,1,5,4,yeongnam,yeongnam,parents,3,3,3,3,3,3,4,3,0,1,,3,2,4,3,1,3,2,3,3,2,2,1,,0,0,0,0,1,0,1,0,4,4,4,4,3,2,2,3,3,3,4,4,4,3,4,3,2,3,3,3,3,3,3,3,0,4,early,2021,streetdance,7to10,1,1,1,1,0,1,dau,yeongnam,4
48,1,social_reputation,1,on_interest,2,4,1,3,2,4,4,2,1,1,3,3,3,2,1,4,4,2,5,0,,1,5,5,3,1,1,1,5,1,actor,wherever,1,0,,,,,,,,,,,,,,,,,,,,1,4,2,keep_weight,1,5,3,seoul,seoul,parents,3,4,3,4,3,3,3,3,0,1,,1,1,1,1,5,4,2,4,4,1,1,3,,1,1,1,0,0,0,0,0,4,3,5,4,1,1,1,1,4,5,3,3,1,4,1,5,3,3,3,1,1,2,2,2,0,1,regular,2025,choreo,less2,0,1,0,1,0,0,bau,seoul,2
49,1,major_apportunity,2,on_interest,5,5,5,4,4,4,3,4,2,4,4,3,4,4,5,5,5,5,5,1,,1,1,1,1,1,1,3,1,1,pe_teacher,seoul,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,5,1,1,4,lose_weight,0,5,5,seoul,seoul,parents,3,3,4,4,3,3,3,3,0,1,,3,3,5,5,5,2,4,3,3,3,3,2,,1,0,1,1,1,0,1,0,5,5,5,5,5,3,5,5,1,3,2,1,1,2,1,4,4,3,3,4,4,3,4,3,0,3,early,2023,choreo,2to4,1,1,0,1,1,0,ddu,seoul,4
50,1,major_apportunity,1,on_interest,5,5,3,4,2,5,5,3,3,3,3,3,3,3,3,3,3,3,3,1,,1,1,1,1,1,1,1,5,1,"dancer, professor",seoul,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,1,1,2,keep_weight,1,4,4,seoul,seoul,parents,4,4,4,4,4,4,4,4,0,1,better_culture,4,4,4,4,4,4,4,4,4,4,4,4,,0,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,0,1,early,2025,streetdance,less2,1,1,0,1,1,0,ddu,seoul,4
51,2,grade_fit,1,career_goals,3,4,5,4,4,4,4,4,2,2,5,3,3,4,2,3,5,5,5,1,,2,3,3,1,1,1,1,5,0,,yeongnam,1,0,,,,,,,,,,,,,,,,,,,,1,3,3,lose_weight,1,3,4,yeongnam,seoul,dormitory,4,3,3,3,3,4,4,3,0,0,reduce_housing_cost,4,2,4,4,4,4,4,4,4,4,4,3,,0,1,1,1,1,0,0,0,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,5,5,5,4,4,4,0,2,early,2024,streetdance,2to4,1,1,1,1,1,0,kkju,seoul,4
52,3,grade_fit,1,on_interest,2,4,2,3,2,4,2,2,2,1,2,3,2,2,2,2,3,2,4,0,,2,4,4,4,3,1,2,2,0,,chungcheong,0,0,,,,,,,,,,,,,,,,,,,,1,4,2,lose_weight,1,2,4,chungcheong,seoul,dormitory,3,3,3,4,3,3,3,2,1,0,,4,4,4,4,3,4,4,4,4,4,3,2,,0,0,0,0,1,0,0,0,4,4,4,3,2,1,3,4,1,2,2,1,3,3,2,5,4,4,4,2,2,4,2,3,0,1,early,2025,choreo,less2,0,1,0,1,1,0,kkju,seoul,3
53,1,major_apportunity,1,on_interest,4,5,4,2,4,5,5,4,2,2,4,4,4,5,5,5,5,5,5,1,,2,2,1,1,1,1,1,4,0,,seoul,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,4,4,4,5,4,5,4,gain_weight,0,2,3,seoul,seoul,independent,2,1,3,3,2,4,4,4,1,0,family_location,2,2,4,2,2,4,2,4,4,2,2,2,,0,0,0,0,1,0,0,0,5,5,5,5,3,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,1,2,early,2024,streetdance,2to4,1,1,0,1,1,1,pku,honam,2
54,1,edu_structure,1,career_goals,5,4,4,5,5,5,5,4,2,3,5,5,5,3,4,4,5,5,5,1,,1,4,1,1,1,1,4,4,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,5,1,lose_weight,1,4,3,seoul,honam,independent,2,2,4,2,3,2,3,3,1,0,better_job,5,3,4,5,2,5,5,5,5,5,5,5,,0,0,0,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,early,2025,streetdance,7to10,1,1,1,1,1,0,pku,honam,2
55,1,social_reputation,1,career_goals,5,5,5,5,4,5,5,5,5,4,5,5,5,5,3,4,5,5,5,1,,1,1,1,2,1,1,5,5,1,professor,seoul,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,5,1,4,3,keep_weight,0,2,4,seoul,seoul,parents,4,4,3,3,4,4,3,4,0,0,better_job,4,4,4,4,4,4,5,5,4,4,4,3,,0,0,0,0,0,0,0,0,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,0,2,early,2024,streetdance,2to4,0,1,0,1,1,0,sku,seoul,4
56,1,major_apportunity,1,on_interest,5,4,4,3,2,5,5,3,2,2,3,3,3,3,4,4,4,4,5,0,,1,2,2,1,1,3,2,1,1,"professor, high_teacher, academy_instructor, battler",seoul,1,1,,,1,,,,,,,,,1,1,,3,4,3,2,5,1,4,3,lose_weight,0,4,3,seoul,yeongnam,acquaintance,3,3,3,3,4,4,4,3,1,1,,3,3,2,2,2,4,4,4,4,2,2,2,,0,0,0,0,0,0,0,0,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,0,2,early,2024,streetdance,4to7,1,1,1,1,1,0,sku,seoul,4
57,2,grade_fit,1,on_interest,5,5,5,3,5,5,5,5,1,2,5,5,5,5,4,5,5,5,5,1,,1,1,1,1,1,1,5,5,1,"professor, battler, academy_instructor, academy_head",seoul,1,0,,,,,,,,,,,,,,,,,,,,4,4,3,lose_weight,0,5,3,seoul,seoul,parents,3,2,3,3,3,3,3,3,0,0,,5,5,5,5,4,5,5,5,5,5,5,5,,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,early,2025,streetdance,less2,1,1,1,1,1,0,sku,seoul,4
58,1,major_apportunity,1,on_interest,3,2,3,3,2,3,2,2,2,2,2,3,4,4,3,4,4,4,4,1,,2,2,2,2,2,2,2,3,1,choreographer,seoul,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,4,4,4,4,4,1,4,4,lose_weight,0,3,3,seoul,seoul,parents,3,4,4,4,3,4,4,4,0,1,,3,3,3,2,4,3,3,3,3,3,3,3,,0,0,0,0,1,0,0,0,4,2,3,3,3,2,2,2,4,3,4,3,4,3,4,3,3,4,4,4,3,3,3,3,0,2,early,2024,choreo,4to7,0,1,0,1,1,1,bau,seoul,2
59,3,grade_fit,1,on_interest,4,4,5,3,3,4,3,4,4,2,5,4,5,3,2,5,5,5,5,1,,1,1,1,1,1,3,2,3,1,"battler, academy_instructor",seoul,0,0,,,,,,,,,,,,,,,,,,,,1,4,4,keep_weight,1,3,4,gangwon,seoul,independent,3,3,3,3,3,3,3,3,1,0,better_job,4,3,3,3,3,3,3,3,3,3,3,3,,1,1,0,0,1,1,0,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,3,4,4,4,4,4,4,4,0,1,early,2025,streetdance,7to10,1,1,0,1,1,1,sku,seoul,4
60,2,social_reputation,1,on_interest,3,3,3,4,4,5,4,3,1,1,4,2,2,2,1,4,4,4,5,0,,3,3,2,3,1,3,3,3,1,,seoul,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,1,4,3,no_weight,1,4,5,seoul,seoul,parents,3,3,3,3,3,3,3,2,0,1,family_location,3,3,4,2,3,3,3,3,3,3,3,3,,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,0,1,early,2025,streetdance,less2,0,1,0,1,1,0,sku,seoul,4
61,2,major_apportunity,1,on_interest,3,4,5,3,3,4,4,4,3,2,3,4,4,3,3,5,4,4,5,1,,2,2,3,1,1,3,4,3,1,"creator, choreographer, performance_director, professor",seoul,0,0,,,,,,,,,,,,,,,,,,,,1,4,4,lose_weight,1,4,3,seoul,seoul,parents,3,3,4,3,3,3,3,3,0,1,,2,4,3,3,5,3,4,4,4,3,3,3,,1,1,1,0,1,1,0,0,4,3,4,3,3,2,3,3,2,2,2,2,2,3,2,5,2,4,4,3,4,4,4,4,0,1,early,2025,choreo,over10,0,0,0,1,1,1,bau,seoul,2
62,3,parent_teacher,1,on_interest,4,5,4,3,2,5,3,4,5,2,4,4,3,3,2,3,4,4,5,1,,3,2,3,1,1,1,3,5,1,academy_instructor,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,2,3,lose_weight,1,2,2,seoul,seoul,parents,3,3,3,4,3,3,3,4,0,1,,3,3,3,2,4,4,4,3,3,2,2,2,,1,0,1,0,0,0,0,0,4,2,3,1,1,1,1,1,2,2,2,1,3,1,1,4,2,4,3,2,2,3,2,2,0,1,regular,2025,choreo,2to4,0,0,0,0,1,0,bau,seoul,2
63,1,edu_structure,1,on_interest,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,1,,1,1,1,1,1,2,2,2,1,dancer,wherever,0,0,,,,,,,,,,,,,,,,,,,,1,2,4,no_weight,1,3,5,seoul,honam,independent,3,3,4,3,3,3,3,3,1,1,,5,3,5,4,2,5,5,5,5,5,5,4,,1,1,0,0,1,0,0,0,5,5,5,4,4,3,5,5,3,3,5,3,5,5,1,5,5,5,5,5,5,5,5,5,0,1,early,2025,streetdance,2to4,0,0,0,1,0,0,pku,honam,2
64,3,low_tuition,1,on_interest,1,5,3,1,1,3,2,5,5,3,5,4,3,5,3,5,5,5,5,1,,5,1,1,1,1,1,5,5,0,,wherever,1,0,,,,,,,,,,,,,,,,,,,,4,4,4,no_weight,1,1,3,yeongnam,yeongnam,dormitory,1,1,3,1,1,1,1,1,1,0,better_job,2,1,2,2,1,3,3,3,3,1,1,1,,0,0,1,0,0,0,0,0,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1,3,3,3,1,1,1,1,1,1,early,2025,streetdance,2to4,1,1,0,1,1,0,dku,yeongnam,4
65,2,grade_fit,1,on_interest,5,5,5,3,1,5,5,4,2,1,5,5,4,5,3,4,4,3,5,1,,3,4,4,3,3,5,3,5,1,"show_producer, enter_staff",seoul,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,5,5,5,5,4,1,4,3,lose_weight,0,3,3,yeongnam,seoul,independent,3,4,4,3,4,2,2,1,1,1,,5,2,4,4,2,2,5,5,5,5,5,3,,0,1,0,0,0,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,0,2,early,2024,streetdance,4to7,0,1,0,1,0,0,ddu,seoul,4
66,1,low_tuition,1,on_interest,3,4,4,4,4,4,4,2,2,1,3,2,3,2,4,3,4,4,4,1,,1,1,1,1,1,1,4,4,1,creator,wherever,0,0,,,,,,,,,,,,,,,,,,,,1,2,3,no_weight,0,3,2,yeongnam,yeongnam,parents,3,4,3,4,4,3,3,3,1,0,better_culture,4,4,4,4,4,5,5,5,5,4,4,4,,0,0,0,0,1,0,0,0,5,5,5,4,4,4,4,4,4,5,4,3,4,4,4,5,4,4,5,4,5,5,5,4,1,1,early,2025,no_major,less2,0,0,0,1,0,0,dku,yeongnam,3
67,1,social_reputation,1,on_interest,4,2,4,3,3,4,5,3,3,2,5,5,5,4,3,5,5,5,5,1,,1,3,3,1,1,2,1,3,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,2,4,3,keep_weight,0,4,3,seoul,seoul,dormitory,2,2,4,4,4,1,4,3,1,1,better_job,2,1,3,2,1,4,4,4,4,1,3,4,,0,0,1,0,1,0,1,0,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,4,5,5,5,3,5,4,5,4,0,2,early,2024,choreo,2to4,0,0,0,1,1,0,kkju,seoul,3
68,2,social_reputation,1,career_goals,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,1,,1,2,2,4,1,4,4,4,1,"professor, instructor, backup_dancer",seoul,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,2,3,4,3,1,4,4,lose_weight,1,2,2,yeongnam,seoul,independent,3,3,4,3,3,3,3,3,1,1,,4,4,4,4,4,5,5,4,4,4,4,4,4,0,0,0,0,0,0,0,0,5,5,5,3,2,2,3,2,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,0,2,early,2024,streetdance,4to7,1,1,1,1,1,1,sku,seoul,4
69,2,commute_near,1,on_interest,3,4,4,4,2,3,2,3,4,2,4,5,4,5,1,5,4,4,4,1,,2,1,2,1,1,4,1,5,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,3,2,4,lose_weight,1,2,2,seoul,seoul,parents,4,3,4,3,3,4,3,3,0,1,,2,2,3,1,5,2,2,2,2,3,4,4,2,0,1,1,0,0,0,0,0,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,5,1,4,4,3,4,3,0,1,early,2025,streetdance,2to4,1,1,0,1,1,0,bau,seoul,2
70,1,prefer_prof,1,career_goals,2,4,2,1,3,3,5,3,2,4,5,5,5,2,2,4,5,5,5,1,,1,1,1,1,1,1,3,3,1,instructor,yeongnam,1,0,,,,,,,,,,,,,,,,,,,,4,2,1,no_weight,1,3,3,yeongnam,yeongnam,independent,3,4,3,4,1,1,1,3,0,1,,5,3,3,4,3,4,3,5,3,3,3,3,3,1,1,1,1,1,0,0,0,5,5,5,5,2,3,3,4,5,5,5,5,5,5,3,5,4,5,3,4,5,5,3,3,0,2,early,2021,streetdance,4to7,0,1,0,1,1,0,wsu,chungcheong,2
71,1,low_tuition,1,on_interest,2,3,4,1,1,3,2,3,1,1,4,3,3,4,2,1,4,1,4,0,low_salary,4,4,5,3,3,4,1,5,0,,chungcheong,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,3,1,1,3,1,3,1,keep_weight,1,4,2,yeongnam,chungcheong,independent,3,3,3,3,3,3,3,3,1,1,,2,1,4,5,4,4,2,4,4,1,1,1,3,0,0,0,0,1,0,1,0,3,1,3,1,1,1,3,1,4,4,5,4,4,3,4,3,3,3,3,1,2,1,2,2,0,2,early,2021,streetdance,2to4,0,1,0,1,1,0,wsu,chungcheong,2
72,1,edu_structure,1,on_interest,5,5,5,5,4,5,5,5,2,2,5,5,5,5,5,5,5,5,5,1,,1,1,1,1,1,1,3,5,0,,seoul,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,5,5,5,5,5,1,3,4,lose_weight,1,3,4,yeongnam,chungcheong,independent,3,3,3,3,3,3,3,3,1,1,,3,2,5,5,4,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,4,transfer,2023,streetdance,4to7,0,1,0,1,1,0,wsu,chungcheong,4
73,2,grade_fit,2,suggested,1,1,4,1,5,1,1,1,4,1,4,4,4,4,1,1,1,1,3,1,,1,1,1,1,1,1,1,4,1,,seoul,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,3,3,3,3,3,1,2,5,lose_weight,1,1,1,seoul,seoul,parents,1,1,3,3,3,3,3,3,0,1,better_culture,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,early,2023,streetdance,7to10,1,1,1,1,1,1,ddu,seoul,4
