id,univ_rank,univ_factor,major_rank,major_factor,know_reason,prof_exp,study_hard,time_eff,edu_doubt,learn_fun,study_mate,try_hard,write_vol,find_data,self_study,try_fail,get_fdbk,real_appl,ask_q,fit_major,enjoy_major,cont_major,int_major,rechoice_major,why_not_rechoice,move_univ,change_major,change_career,take_leave,drop_out,go_abroad,go_grad,work_fee,has_future_job,future_job_desc,job_region,has_income,has_major_income,income_class,income_contest,income_perf,income_broadcast,income_studio,income_creator,income_choreo,info_dept,info_career_center,info_online,info_family,info_friends,info_academy,info_self,help_financial,help_resume,help_career,help_social,help_no,smoke_exp,drink_freq,exercise_reg,weight_control,burnout,mental_health,physical_health,birth_area,current_area,housing_type,housing_infra,housing_transit,housing_safety,housing_hygiene,housing_green,housing_culture,housing_edu,housing_neighbor,move_for_univ,stay_after,non_stay_reason,lecture_fac,support_fac,scholarship,tuition,transport,prac_cls,theory_cls,prof_effort,lecture_qual,admin_serv,car_spt,intern_abroad,total_univ,career_course,career_mentoring,job_test,job_prep,field_practice,abroad_practice,job_info,job_fair,prof_hi,prof_chat,prof_class_talk,prof_other_talk,prof_career,prof_personal,prof_grade,prof_event,peer_personal,peer_class,peer_study,peer_career,peer_advice,peer_event,peer_external,students_diligent,course_variety,student_interact,prof_passion,prof_access,major_belong,major_proud,univ_belong,univ_proud,gender,grade,enter_type,enter_year,major_detail,dance_years,exp_solo_comp,exp_group_comp,exp_concours,exp_perf,exp_video,exp_broadcast,univ_name,univ_area,univ_course_year
118,1,major_apportunity,1,on_interest,4,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,5,4,5,1,,1,2,1,1,1,1,3,3,1,dancer,seoul,0,0,,,,,,,,0,0,1,1,1,1,1,,,,,,1,3,3,lose_weight,0,5,5,abroad,seoul,dormitory,3,3,3,3,3,3,3,3,1,0,better_job,4,4,3,3,4,4,4,4,4,4,4,3,5,0,0,0,0,0,0,0,0,5,4,4,3,3,2,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,0,1,early,2025,streetdance,less2,0,1,1,1,1,0,hyu,seoul,4
119,1,major_apportunity,1,job_prospects,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,bad_prospects,1,1,1,1,1,1,1,1,0,,wherever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,2,lose_weight,0,3,3,abroad,seoul,dormitory,4,4,4,4,4,4,4,4,0,0,better_social,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,0,1,regular,2025,jazzdance,2to4,0,0,0,0,0,0,hyu,seoul,4
120,3,parent_teacher,1,career_goals,5,5,5,3,5,5,5,5,1,3,3,3,3,5,3,5,3,3,5,1,,1,1,1,1,1,1,4,1,1,professor,wherever,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,3,4,4,4,5,1,2,2,no_weight,1,4,4,seoul,seoul,parents,4,4,3,3,3,3,3,3,0,0,family_location,3,5,5,5,5,5,3,5,5,4,4,3,4,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,4,5,4,5,1,1,early,2025,streetdance,2to4,1,1,1,1,1,0,hyu,seoul,4
121,1,major_apportunity,1,on_interest,3,3,3,3,3,4,5,4,5,4,4,5,4,4,5,3,5,5,4,1,,1,1,1,1,1,1,1,1,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,3,1,keep_weight,0,4,4,abroad,seoul,independent,4,3,4,3,4,3,4,3,1,1,,4,4,5,4,5,4,5,4,5,4,5,4,5,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,5,4,5,4,5,0,1,early,2024,streetdance,less2,0,0,0,0,0,0,hyu,seoul,4
122,1,major_apportunity,1,on_interest,4,4,4,3,3,3,5,2,1,3,4,3,3,3,4,5,5,5,5,1,,2,2,2,1,1,3,4,4,1,"instructor, choreographer, dancer",wherever,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,4,3,4,4,4,1,4,3,keep_weight,1,4,4,seoul,seoul,parents,3,3,3,3,3,3,3,3,0,1,,4,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,0,0,1,0,5,5,5,2,4,2,2,5,4,4,4,4,5,4,3,4,3,2,4,3,3,3,3,3,0,1,early,2025,streetdance,4to7,1,1,0,1,1,1,ddu,seoul,4
123,1,major_apportunity,1,on_interest,4,4,4,4,5,4,5,4,3,3,4,4,4,4,3,4,4,4,4,1,,1,1,3,1,1,3,3,3,0,,wherever,0,0,,,,,,,,,,,,,,,,,,,,1,1,3,lose_weight,0,5,3,abroad,seoul,independent,4,4,3,4,4,4,4,4,1,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,3,1,3,3,3,2,3,2,2,0,4,early,2021,streetdance,2to4,0,0,0,1,0,0,hyu,seoul,4
124,2,major_apportunity,2,on_interest,3,3,3,2,4,3,2,2,3,2,4,3,3,3,3,3,3,3,3,0,job_difficulty,3,3,3,3,3,3,3,3,0,,wherever,0,0,,,,,,,,,,,,,,,,,,,,1,4,2,keep_weight,1,3,3,abroad,seoul,independent,3,3,3,3,3,3,4,3,1,0,better_culture,3,5,3,1,1,2,3,3,2,3,2,3,2,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,3,1,3,3,3,2,3,2,2,0,4,early,2021,streetdance,2to4,0,0,0,1,0,0,hyu,seoul,4
125,3,major_apportunity,2,on_interest,3,3,4,3,3,3,3,3,1,1,5,4,3,2,3,3,4,5,5,0,low_salary,3,3,2,1,1,5,1,2,1,,wherever,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,5,5,5,5,5,3,2,4,keep_weight,1,3,3,abroad,gangwon,independent,2,2,3,3,3,3,2,3,1,0,family_location,4,4,4,1,1,3,3,3,3,1,3,3,3,0,1,1,1,0,0,1,0,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,regular,2023,streetdance,4to7,0,1,0,1,1,0,hyu,seoul,4
126,1,major_apportunity,1,career_goals,4,5,5,2,2,5,5,5,3,2,5,5,5,5,5,5,5,5,5,1,,2,1,2,1,1,3,2,5,1,"academy_instructor , choreographer, performance_director",seoul,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,3,3,3,lose_weight,1,3,3,abroad,seoul,independent,3,3,3,3,3,3,3,3,1,0,better_social,5,5,4,2,2,5,5,5,5,3,4,3,5,1,0,0,1,0,0,0,0,5,5,5,5,4,4,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,0,4,early,2022,streetdance,over10,1,1,1,1,1,1,hyu,seoul,4
127,2,grade_fit,1,career_goals,4,3,5,3,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,1,,1,1,1,1,1,1,1,1,0,,seoul,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,2,5,4,5,5,4,5,2,lose_weight,1,3,3,yeongnam,chungcheong,independent,3,3,3,3,3,3,3,3,1,0,better_job,4,4,5,5,5,5,5,5,3,3,3,5,5,1,1,0,1,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,4,early,2021,streetdance,7to10,1,1,0,1,1,0,wsu,chungcheong,4
128,3,grade_fit,1,on_interest,4,4,4,2,3,4,5,3,1,1,4,2,5,3,3,3,4,5,4,0,low_salary,4,3,3,4,1,4,4,2,0,,seoul,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,5,5,3,5,5,1,4,3,lose_weight,1,3,2,seoul,seoul,parents,3,2,3,3,3,3,2,4,0,1,,3,1,4,2,5,4,4,4,4,3,3,3,3,0,1,0,0,1,0,0,0,4,5,4,4,4,4,4,1,3,3,3,3,4,4,3,4,2,5,4,5,4,3,4,3,0,2,regular,2024,streetdance,4to7,0,1,0,1,1,1,bau,seoul,2
129,3,parent_teacher,1,on_interest,2,3,4,3,1,3,5,3,2,5,5,4,4,4,3,4,4,4,4,1,,3,3,3,5,1,4,4,5,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,4,3,3,lose_weight,1,3,3,seoul,seoul,parents,3,3,3,3,3,3,3,3,0,1,,4,4,4,4,3,1,2,2,3,1,2,1,3,1,1,1,0,1,0,0,0,5,5,5,4,3,2,4,3,5,5,5,5,5,3,4,4,1,2,3,4,4,3,4,3,0,3,early,2023,choreo,4to7,0,1,0,1,1,0,ddu,seoul,4
130,2,major_apportunity,1,on_interest,5,5,5,5,1,5,5,5,3,4,4,4,5,5,5,4,5,5,5,1,,1,1,1,1,1,3,1,3,1,"academy_instructor, afterschool_instructor",yeongnam,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5,4,5,5,5,2,3,1,keep_weight,1,4,3,abroad,yeongnam,independent,4,4,4,4,4,4,4,4,1,1,,4,1,4,2,3,4,5,5,5,4,5,4,5,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,5,5,5,5,4,3,0,2,early,2024,choreo,less2,0,0,0,1,1,0,pau,yeongnam,2
131,1,edu_structure,1,career_goals,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,1,1,1,1,1,1,5,3,1,"dancer, artist",seoul,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,4,6,5,no_weight,1,2,4,gangwon,yeongnam,independent,3,1,3,4,4,4,3,3,1,0,better_culture,5,2,3,3,2,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,early,2025,streetdance,7to10,1,1,0,1,1,1,pku,yeongnam,2
132,1,major_apportunity,1,on_interest,4,4,4,3,4,4,5,3,4,2,4,4,4,4,4,4,4,4,4,0,low_salary,1,1,2,1,1,1,1,3,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,4,3,lose_weight,1,4,4,yeongnam,honam,dormitory,2,2,4,3,4,4,4,4,1,0,better_job,4,2,4,3,2,4,4,4,4,4,4,3,4,0,1,1,1,1,0,0,0,5,4,4,3,4,4,4,4,4,4,4,3,4,4,4,5,4,5,4,4,4,5,4,5,0,1,early,2025,streetdance,2to4,1,1,1,1,1,0,pku,honam,2
133,1,social_reputation,1,on_interest,4,4,4,3,4,3,4,3,4,1,4,4,3,4,4,4,4,3,3,1,,1,1,3,1,1,1,1,5,0,,seoul,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,4,3,1,1,4,4,4,1,lose_weight,1,3,2,seoul,seoul,independent,1,1,2,3,3,3,2,3,0,0,reduce_housing_cost,3,1,2,1,1,4,4,3,3,4,4,2,3,0,1,0,1,1,0,0,0,4,4,4,3,3,1,1,1,4,4,5,4,4,3,4,3,3,4,4,4,4,4,4,3,0,2,early,2024,no_major,4to7,0,1,0,1,1,0,pku,honam,2
134,2,grade_fit,1,on_interest,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,1,,2,2,2,2,3,1,1,2,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,4,4,lose_weight,1,5,5,seoul,honam,dormitory,1,1,1,3,2,2,3,3,1,1,,4,2,3,3,1,4,4,5,4,3,4,4,4,1,1,1,1,1,0,0,0,5,5,5,4,3,3,4,4,3,4,4,3,5,5,4,5,4,5,4,4,4,4,4,4,1,1,early,2025,streetdance,less2,0,0,0,0,1,0,pku,honam,2
135,3,grade_fit,1,on_interest,4,4,4,4,3,4,4,4,5,1,4,4,3,4,3,4,4,4,4,0,try_new,2,2,3,2,2,2,3,5,1,choreographer ,seoul,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,3,2,4,5,1,3,3,lose_weight,1,3,3,seoul,honam,dormitory,1,1,2,2,1,1,4,4,1,0,better_culture,3,2,2,2,1,5,3,5,5,2,3,3,4,1,0,1,1,1,0,0,0,4,4,4,4,2,4,3,4,3,4,4,3,4,4,3,4,3,4,5,4,4,3,3,3,0,1,regular,2025,jazzdance,over10,1,1,1,1,1,0,pku,honam,2
136,1,edu_structure,1,on_interest,5,5,4,5,3,4,5,5,2,3,5,5,4,5,3,4,5,5,5,1,,2,2,2,1,1,1,3,4,1,"instructor, performer, dancer",seoul,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,3,4,3,lose_weight,1,3,2,honam,honam,independent,1,1,1,1,4,3,4,4,1,0,better_social,4,2,5,4,1,4,3,5,4,4,5,5,4,0,1,0,0,0,1,0,1,5,5,5,5,5,5,4,4,5,3,4,3,5,5,4,5,4,5,5,5,5,5,5,5,0,2,early,2024,streetdance,2to4,0,0,1,1,1,1,pku,honam,2
137,1,social_reputation,1,on_interest,3,4,5,4,4,4,5,3,4,2,4,4,4,4,2,3,3,3,4,0,study_burden,2,2,3,1,1,1,1,1,0,,wherever,0,0,,,,,,,,,,,,,,,,,,,,1,4,4,gain_weight,1,2,2,yeongnam,honam,independent,2,2,4,4,3,1,3,4,1,0,better_culture,5,1,3,2,2,3,3,5,3,3,3,2,3,0,0,0,0,0,0,0,0,5,5,4,3,1,1,1,1,5,2,4,3,5,5,5,5,3,5,5,3,4,4,4,4,0,1,early,2025,streetdance,less2,1,1,1,1,1,0,pku,honam,2
138,1,social_reputation,1,on_interest,3,3,3,2,5,4,4,3,2,2,4,4,3,4,3,3,4,4,4,1,,1,1,1,1,1,1,2,5,1,instructor,wherever,0,0,,,,,,,,,,,,,,,,,,,,1,4,4,keep_weight,1,3,3,seoul,honam,independent,3,2,3,3,4,4,3,3,1,0,family_location,3,2,3,3,2,4,4,5,5,5,4,3,4,1,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,0,1,early,2025,streetdance,4to7,1,0,0,1,1,0,pku,honam,2
139,1,edu_structure,1,on_interest,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,1,1,1,1,1,1,1,1,0,,wherever,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5,5,5,5,5,1,4,2,keep_weight,0,4,4,honam,honam,independent,3,3,3,3,3,3,3,3,1,1,,5,5,5,5,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,early,2024,choreo,4to7,1,1,0,1,1,1,pku,honam,2
140,2,major_apportunity,1,on_interest,5,5,5,3,3,5,5,4,3,3,4,3,4,5,3,5,4,4,5,1,,2,2,2,1,1,1,1,2,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,4,1,lose_weight,0,4,1,seoul,honam,independent,1,1,4,1,3,1,3,4,1,0,family_location,4,3,3,3,1,4,4,4,5,4,5,4,3,0,1,0,0,1,1,0,0,4,4,4,3,4,5,5,4,5,5,5,4,5,5,3,4,5,5,5,5,5,5,5,4,0,1,early,2025,choreo,4to7,0,1,0,1,1,0,pku,honam,2
141,1,edu_duration,1,on_interest,3,4,4,3,5,4,2,4,2,3,4,4,4,4,3,2,3,3,4,1,,1,1,1,2,1,1,1,1,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,2,2,lose_weight,1,3,2,chungcheong,honam,independent,2,2,3,2,3,1,3,3,1,0,better_social,3,1,3,2,2,4,4,4,4,3,4,3,3,0,1,0,1,1,0,0,0,5,5,5,5,4,4,5,5,3,3,3,3,3,3,3,5,4,5,4,5,4,4,3,3,0,2,early,2024,streetdance,2to4,0,0,0,1,1,0,pku,honam,2
142,1,parent_teacher,1,on_interest,4,4,4,3,4,5,5,4,2,3,4,4,5,4,4,4,4,5,5,1,,1,1,1,1,1,1,4,1,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,2,4,2,lose_weight,1,3,2,honam,seoul,independent,1,1,2,3,2,3,4,4,1,0,family_location,4,2,2,2,2,4,4,5,4,3,3,3,4,0,1,0,1,0,0,0,0,5,5,5,5,3,4,3,3,4,4,4,3,4,4,4,4,3,4,5,4,4,4,4,4,0,1,regular,2025,choreo,4to7,0,1,0,1,1,0,pku,honam,2
143,2,peer_advice,1,career_goals,4,5,4,3,4,5,4,3,1,3,5,4,5,4,5,3,5,5,5,1,,1,1,1,2,1,3,1,1,0,,yeongnam,0,0,,,,,,,,,,,,,,,,,,,,1,5,2,lose_weight,1,2,3,yeongnam,honam,independent,1,1,3,3,3,3,3,4,1,0,,2,3,3,3,1,4,4,5,5,4,5,3,4,0,1,0,1,0,0,0,0,5,5,5,5,4,4,3,5,3,3,3,3,3,3,3,5,4,4,5,5,5,5,5,5,0,2,early,2024,streetdance,4to7,1,1,0,1,1,1,pku,honam,2
144,1,social_reputation,1,on_interest,4,4,3,3,2,4,3,3,2,2,3,3,3,3,3,4,4,4,4,1,,2,2,2,1,2,1,1,2,1,"backup_dancer, choreographer",seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,2,lose_weight,0,2,2,chungcheong,chungcheong,parents,3,3,3,3,3,3,3,3,1,0,better_job,5,2,3,4,1,5,5,5,5,5,5,5,4,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,0,1,early,2025,streetdance,2to4,1,1,1,1,1,0,pku,honam,2
145,1,major_apportunity,1,on_interest,4,5,4,3,3,5,4,4,5,3,4,3,4,4,3,4,4,4,4,1,,1,1,1,1,1,1,4,3,1,"professor, instructor",seoul,1,1,,,,,,1,,,,,,1,,,2,3,3,3,2,1,1,2,lose_weight,1,2,4,seoul,seoul,dormitory,2,2,3,3,3,4,3,3,0,0,better_culture,5,3,3,3,2,5,5,5,5,4,4,3,4,0,1,1,1,1,0,0,0,5,5,5,5,5,5,5,5,4,3,3,3,4,4,3,5,5,5,5,5,5,5,5,5,0,1,early,2025,streetdance,2to4,1,0,0,1,1,1,pku,honam,2
146,1,major_apportunity,1,on_interest,4,5,4,4,2,5,4,5,3,4,5,5,5,5,4,5,5,5,5,1,,1,1,1,1,1,1,5,4,1,"dancer, choreographer",seoul,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,1,3,3,keep_weight,1,3,3,seoul,honam,independent,4,3,4,4,3,3,3,4,1,0,better_social,5,3,5,5,4,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,4,5,5,5,5,5,5,0,1,early,2025,choreo,4to7,1,1,0,1,1,0,pku,honam,2
147,2,grade_fit,1,on_interest,4,4,5,4,3,5,5,5,3,3,5,5,5,5,5,5,5,2,5,0,bad_prospects,1,4,4,2,1,5,1,1,0,,seoul,1,1,1,1,1,1,0,1,0,,,,,,,,3,4,3,4,4,1,4,4,lose_weight,1,3,3,honam,honam,independent,2,2,4,4,3,4,3,3,1,0,better_culture,4,3,5,5,2,5,5,5,5,4,4,2,4,0,1,0,1,1,0,0,0,5,5,5,5,5,5,5,5,4,4,5,3,5,3,5,5,4,5,5,5,5,5,5,5,0,2,early,2024,streetdance,4to7,1,1,1,1,1,1,pku,honam,2
148,1,edu_structure,1,career_goals,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,,3,3,3,2,1,3,2,4,0,,wherever,0,0,,,,,,,,,,,,,,,,,,,,1,2,2,keep_weight,1,3,1,seoul,honam,dormitory,3,2,3,4,3,3,4,4,1,0,reduce_housing_cost,4,4,4,4,2,4,4,4,4,4,4,4,4,0,0,0,0,1,0,0,0,4,2,2,1,2,2,2,2,2,4,3,3,3,2,2,4,4,4,4,2,4,4,4,4,0,1,early,2025,streetdance,2to4,0,1,0,1,0,0,pku,honam,2
149,2,social_reputation,1,on_interest,4,4,4,3,5,4,4,3,1,3,4,4,4,4,4,4,4,4,4,1,,1,1,1,1,1,2,1,5,1,"dancer, makeup_artist, drag_artist",wherever,1,0,,,,,,,,,,,,,,,,,,,,1,5,1,no_weight,1,3,4,seoul,honam,independent,1,1,3,4,1,2,3,4,1,0,better_culture,2,1,3,2,1,4,4,5,4,2,4,1,4,1,1,1,1,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,1,2,early,2024,streetdance,2to4,1,0,0,1,1,0,pku,honam,2
150,1,edu_structure,1,on_interest,5,5,5,4,5,5,5,3,2,2,5,4,4,4,2,5,5,5,5,1,,1,1,1,1,1,1,5,5,1,professor ,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,3,3,keep_weight,1,4,3,seoul,honam,dormitory,1,1,3,4,3,3,3,3,1,0,family_location,5,3,5,5,1,5,5,5,5,5,4,5,5,1,1,1,1,1,0,1,0,5,5,5,5,5,5,5,5,3,5,3,2,4,5,5,4,5,5,5,5,5,5,5,5,0,1,early,2025,streetdance,2to4,1,1,0,1,1,0,pku,honam,2
151,2,peer_advice,1,on_interest,5,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,1,,1,4,1,1,1,1,1,3,0,,yeongnam,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,1,4,4,lose_weight,1,4,2,yeongnam,honam,dormitory,1,1,3,2,4,2,4,4,1,0,family_location,3,1,3,2,1,4,4,5,5,3,3,3,4,1,1,0,1,1,0,0,0,5,4,4,4,4,4,2,3,4,5,5,3,4,5,5,5,4,5,4,4,5,5,5,5,0,2,early,2023,streetdance,2to4,1,1,1,1,1,0,pku,honam,2
152,3,grade_fit,1,on_interest,3,4,4,4,3,5,2,4,2,1,4,4,3,3,3,4,5,5,5,1,,3,2,2,5,3,1,3,4,0,,wherever,0,0,,,,,,,,,,,,,,,,,,,,1,3,3,lose_weight,1,2,3,chungcheong,chungcheong,parents,4,3,4,4,3,3,3,4,0,1,,4,2,2,2,1,4,4,5,4,3,3,3,4,0,1,0,0,1,0,0,0,5,5,4,5,3,5,3,4,2,4,4,2,5,3,2,4,4,4,5,5,4,4,4,4,1,1,regular,2025,streetdance,less2,1,0,0,1,1,0,pku,honam,2
153,3,grade_fit,1,suggested,2,3,1,1,5,3,3,2,1,1,3,3,3,2,1,2,2,3,4,0,job_difficulty,1,3,4,1,3,3,1,5,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,4,5,3,no_weight,1,2,3,seoul,seoul,independent,3,4,4,3,2,3,2,3,0,1,,4,3,4,5,4,4,4,4,4,3,3,3,3,0,0,0,0,0,0,0,0,4,5,3,5,3,3,3,4,2,4,4,2,4,4,3,4,3,4,3,3,3,3,3,3,1,3,early,2021,sportsdance,4to7,1,1,1,1,0,0,kju,chungcheong,4
154,3,parent_teacher,1,on_interest,3,3,3,3,3,4,4,3,2,2,4,3,4,3,3,4,4,4,4,1,,1,1,1,1,1,2,2,3,1,pe_teacher,wherever,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,4,4,3,3,4,1,4,3,keep_weight,0,3,3,chungcheong,chungcheong,parents,4,4,4,4,4,4,4,3,0,1,,3,3,3,4,4,4,3,4,3,3,3,3,3,1,1,0,0,1,0,0,0,5,3,3,3,4,3,3,3,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,0,4,early,2021,sportsdance,7to10,1,1,1,1,0,0,kju,chungcheong,4
155,1,low_tuition,1,on_interest,3,3,4,2,4,5,5,3,2,2,2,3,3,3,3,4,4,4,4,1,,2,3,3,1,1,1,5,2,1,professor,seoul,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,5,5,5,5,1,1,4,lose_weight,1,2,2,honam,honam,parents,3,4,3,3,3,3,3,3,0,0,better_job,2,3,4,4,3,4,4,4,3,3,3,3,3,1,1,1,0,0,0,0,0,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,5,4,4,0,4,early,2022,jazzdance,4to7,1,1,1,1,1,0,kju,chungcheong,4
156,1,prefer_prof,1,on_interest,5,4,5,4,2,5,5,5,5,4,4,5,5,5,4,4,5,4,5,1,,1,1,1,1,1,1,4,1,1,"academy_instructor, afterschool_instructor, backup_dancer",wherever,1,0,,,,,,,,,,,,,,,,,,,,2,2,3,lose_weight,1,3,2,seoul,honam,independent,1,3,3,4,4,2,3,2,1,0,reduce_housing_cost,5,1,4,4,2,5,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,2,early,2024,streetdance,2to4,1,1,1,1,1,0,pku,honam,2
157,1,edu_structure,1,on_interest,5,5,4,3,5,5,5,4,3,3,4,5,5,5,5,5,5,5,5,1,,1,1,1,2,1,3,3,1,1,dancer,wherever,0,0,,,,,,,,,,,,,,,,,,,,1,4,3,lose_weight,1,5,4,honam,honam,dormitory,3,3,3,3,3,3,3,3,0,0,better_culture,5,5,5,5,2,5,5,5,5,5,5,4,5,1,1,0,1,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,0,1,early,2025,streetdance,less2,0,1,0,1,1,0,pku,honam,2
158,1,major_apportunity,1,on_interest,3,5,5,5,4,5,5,4,1,1,5,5,5,3,1,5,5,5,5,0,bad_prospects,1,1,1,1,1,1,3,1,1,instructor,seoul,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,5,5,5,5,5,2,4,1,lose_weight,1,3,2,yeongnam,honam,independent,3,1,3,3,1,2,3,1,1,0,reduce_housing_cost,5,1,4,2,1,5,2,5,5,5,5,1,5,0,1,0,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,0,2,early,2024,streetdance,2to4,1,1,0,1,0,0,pku,honam,2
159,3,edu_structure,1,career_goals,5,5,5,3,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,1,,5,1,1,1,1,1,5,1,1,"professor, choreographer, academy_instructor, enter_instructor",seoul,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,3,3,5,5,1,3,4,lose_weight,1,3,3,chungcheong,honam,independent,1,1,1,1,1,1,3,4,1,0,better_job,5,1,2,2,1,5,3,5,5,5,2,1,4,1,1,1,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,0,2,early,2024,jazzdance,2to4,0,0,0,1,1,1,pku,honam,2
160,1,major_apportunity,1,on_interest,4,4,5,3,2,5,5,3,2,3,5,5,4,4,3,3,3,3,4,1,,1,3,1,1,1,1,1,5,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,4,1,no_weight,0,3,4,seoul,honam,dormitory,3,3,4,3,3,3,3,3,0,0,family_location,5,4,5,4,5,5,5,5,5,4,5,4,5,0,0,0,0,1,0,0,0,5,4,4,3,3,4,4,3,5,5,5,4,4,5,4,5,5,5,5,4,5,5,5,5,0,1,early,2025,streetdance,4to7,1,1,0,1,1,1,pku,honam,2
161,3,etc,1,on_interest,3,4,3,2,4,4,3,2,2,2,4,2,4,2,3,2,4,4,4,0,study_burden,4,4,4,4,4,1,4,3,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,3,2,lose_weight,1,1,2,seoul,honam,independent,1,1,4,3,3,1,2,2,1,0,family_location,4,2,2,2,1,4,4,4,4,3,2,2,2,0,1,0,0,0,0,0,0,5,4,4,4,2,2,1,2,2,3,4,1,4,4,1,5,4,3,4,4,3,2,2,3,0,1,early,2025,streetdance,2to4,0,1,0,1,1,0,pku,honam,2
